division,product_type,material_type,tariff_country_code,tariff_country_description,tariff_code,customs_description,material_composition
Men,Shorts,Woven,AUS,Australia,6203430004,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CHN,China,6203439090,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CAN,Canada,6203430020,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,NZL,New Zealand,6203430205C,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,NOR,Norway,62034301,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,BRA,Brazil,62034300,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,HKG,Hong Kong,62034319,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,JPN,Japan,620343200,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CHE,Switzerland,62034300-000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,KOR,South Korea,6203430000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,AUS,Australia,6203430004,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,USA,United States,6203439030,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,DIST,Distributor countries,620343,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CAN,Canada,6203430020,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,EU,Europe,6203439000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,NZL,New Zealand,6203430205C,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,GBR,United Kingdom,6203439000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CHN,China,6203439090,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,HKG,Hong Kong,62034319,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,NOR,Norway,62034301,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,GBR,United Kingdom,6203439000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,BRA,Brazil,62034300,nan,
Men,Shorts,Woven,KOR,South Korea,6203430000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,NZL,New Zealand,6203430205C,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CHE,Switzerland,62034300-000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,USA,United States,6203439030,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,DIST,Distributor countries,620343,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,JPN,Japan,620343200,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CAN,Canada,6203430020,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CHN,China,6203439090,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,AUS,Australia,6203430004,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,EU,Europe,6203439000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CAN,Canada,6203430020,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,USA,United States,6203439030,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CHE,Switzerland,62034300-000,woven shorts,100% Recycled Polyester
Men,Shorts,-,BRA,Brazil,62034300,nan,
Men,Shorts,Woven,DIST,Distributor countries,620343,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,AUS,Australia,6203430004,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,HKG,Hong Kong,62034319,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,NOR,Norway,62034301,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,NZL,New Zealand,6203430205C,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CHN,China,6203439090,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,KOR,South Korea,6203430000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,JPN,Japan,620343200,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,GBR,United Kingdom,6203439000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,EU,Europe,6203439000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,USA,United States,6203439030,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,DIST,Distributor countries,620343,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,AUS,Australia,6203430004,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,KOR,South Korea,6203430000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,HKG,Hong Kong,62034319,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,BRA,Brazil,62034300,nan,
Men,Shorts,Woven,CAN,Canada,6203430020,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,JPN,Japan,620343200,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CHN,China,6203439090,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,NZL,New Zealand,6203430205C,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,EU,Europe,6203439000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,NOR,Norway,62034301,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,CHE,Switzerland,62034300-000,woven shorts,100% Recycled Polyester
Men,Shorts,Woven,GBR,United Kingdom,6203439000,woven shorts,100% Recycled Polyester
Men,Tights,Knit,CHN,China,6103430090,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,GBR,United Kingdom,6103430000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,EU,Europe,6103430000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,HKG,Hong Kong,61034310,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,USA,United States,6103431520,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,BRA,Brazil,61034300,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,CHE,Switzerland,61034300-000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,NOR,Norway,61034300,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,JPN,Japan,610343000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,DIST,Distributor countries,610343,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,CAN,Canada,6103430012,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,AUS,Australia,6103430032,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,KOR,South Korea,6103430000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,NZL,New Zealand,6103430201D,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,NZL,New Zealand,6103430201D,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,GBR,United Kingdom,6103430000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,KOR,South Korea,6103430000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,JPN,Japan,610343000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,DIST,Distributor countries,610343,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,CHN,China,6103430090,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,NOR,Norway,61034300,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,-,BRA,Brazil,61034300,nan,
Men,Tights,Knitted,USA,United States,6103431520,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,HKG,Hong Kong,61034310,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,EU,Europe,6103430000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,CHE,Switzerland,61034300-000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,CAN,Canada,6103430012,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,AUS,Australia,6103430032,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,HKG,Hong Kong,61034310,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,NZL,New Zealand,6103430201D,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,DIST,Distributor countries,610343,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,AUS,Australia,6103430032,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,BRA,Brazil,61034300,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,CHN,China,6103430090,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,GBR,United Kingdom,6103430000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,KOR,South Korea,6103430000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,EU,Europe,6103430000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,NOR,Norway,61034300,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,JPN,Japan,610343000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,CHE,Switzerland,61034300-000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,USA,United States,6103431520,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knitted,CAN,Canada,6103430012,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,CAN,Canada,6103430012,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,CHN,China,6103430090,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,EU,Europe,6103430000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,USA,United States,6103431520,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,GBR,United Kingdom,6103430000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,NOR,Norway,61034300,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,BRA,Brazil,61034300,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,JPN,Japan,610343000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,DIST,Distributor countries,610343,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,AUS,Australia,6103430032,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,CHE,Switzerland,61034300-000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,HKG,Hong Kong,61034310,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,KOR,South Korea,6103430000,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Tights,Knit,NZL,New Zealand,6103430201D,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Men,Pants,Woven,DIST,Distributor countries,620343,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,CHE,Switzerland,62034300-000,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Pants,Woven,HKG,Hong Kong,62034319,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,CHN,China,6203439090,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,NZL,New Zealand,6203430201L,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,KOR,South Korea,6203430000,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Pants,Woven,BRA,Brazil,62034300,nan,
Men,Trousers,Woven,EU,Europe,6203431900,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,GBR,United Kingdom,6203431900,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,CAN,Canada,6203430010,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,USA,United States,6203431310,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Pants,Woven,JPN,Japan,620343200,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,AUS,Australia,6203430027,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,NOR,Norway,62034309,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,AUS,Australia,6203430027,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,CHE,Switzerland,62034300-000,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,USA,United States,6203431310,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,EU,Europe,6203431900,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,CHN,China,6203439090,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,NZL,New Zealand,6203430201L,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,-,BRA,Brazil,62034300,nan,
Men,Trousers,Woven,JPN,Japan,620343200,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,CAN,Canada,6203430010,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,KOR,South Korea,6203430000,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,GBR,United Kingdom,6203431900,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,HKG,Hong Kong,62034319,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,DIST,Distributor countries,620343,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,NOR,Norway,62034309,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,CHN,China,6203439090,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,CAN,Canada,6203430010,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,HKG,Hong Kong,62034319,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,KOR,South Korea,6203430000,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,NZL,New Zealand,6203430201L,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,EU,Europe,6203431900,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,-,BRA,Brazil,62034300,nan,
Men,Trousers,Woven,AUS,Australia,6203430027,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,NOR,Norway,62034309,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,GBR,United Kingdom,6203431900,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,CHE,Switzerland,62034300-000,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,DIST,Distributor countries,620343,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,USA,United States,6203431310,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,JPN,Japan,620343200,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,EU,Europe,6203431900,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,CHN,China,6203439090,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,CHE,Switzerland,62034300-000,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,AUS,Australia,6203430027,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,BRA,Brazil,62034300,nan,
Men,Trousers,Woven,USA,United States,6203431310,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,GBR,United Kingdom,6203431900,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,NOR,Norway,62034309,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,KOR,South Korea,6203430000,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,NZL,New Zealand,6203430201L,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,CAN,Canada,6203430010,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,JPN,Japan,620343200,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,DIST,Distributor countries,620343,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Trousers,Woven,HKG,Hong Kong,62034319,woven pants,"80% Polyamide (Recycled Nylon) - rPA, 20% Elastane - EL"
Men,Shorts,-,BRA,Brazil,62034300,nan,
Men,Shorts,Woven,AUS,Australia,6203430004,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,NZL,New Zealand,6203430205C,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,USA,United States,6203439030,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,CHN,China,6203439090,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,NOR,Norway,62034301,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,CAN,Canada,6203430020,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,EU,Europe,6203439000,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,KOR,South Korea,6203430000,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,GBR,United Kingdom,6203439000,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,HKG,Hong Kong,62034319,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,CHE,Switzerland,62034300-000,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,JPN,Japan,620343200,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,DIST,Distributor countries,620343,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,AUS,Australia,6203430004,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,CHE,Switzerland,62034300-000,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,BRA,Brazil,62034300,nan,
Men,Shorts,Woven,JPN,Japan,620343200,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,NOR,Norway,62034301,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,DIST,Distributor countries,620343,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,USA,United States,6203439030,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,KOR,South Korea,6203430000,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,CHN,China,6203439090,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,NZL,New Zealand,6203430205C,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,EU,Europe,6203439000,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,CAN,Canada,6203430020,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,GBR,United Kingdom,6203439000,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,HKG,Hong Kong,62034319,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,BRA,Brazil,62034300,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,NOR,Norway,62034301,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,HKG,Hong Kong,62034319,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,CHE,Switzerland,62034300-000,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,EU,Europe,6203439000,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,CAN,Canada,6203430020,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,JPN,Japan,620343200,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,KOR,South Korea,6203430000,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,DIST,Distributor countries,620343,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,NZL,New Zealand,6203430205C,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
Men,Shorts,Woven,GBR,United Kingdom,6203439000,woven shorts,"86% Polyamide (Recycled Nylon) - rPA, 14% Elastane - EL"
